TaxonId	matchedType	inputName	matchedName	matchedCanonicalForm	inputRank	matchedRank	synonymStatus	acceptedName	matchedEditDistance	matchedScore	matchTaxonID
142844	Exact string match	Richtersius coronifer (Richters, 1903)	Richtersius coronifer (Richters, 1903)	Richtersius coronifer	species	species		Richtersius coronifer (Richters, 1903)	0	0.999	8bdc2897db136347c4a6d3ecdea6f88d
142842	No match	Paramacrobiotus areolatus (Murray, 1907)			species				
142843	No match	Paramacrobiotus richtersi (Murray, 1911)			species				
142716	Genus part match	Minibiotus harrylewisi Meyer & Hinton, 2009	Minibiotus	Minibiotus	species	genus		Minibiotus	0	0.75	33612207
142841	Canonical form exact match	Minibiotus intermedius (Plate, 1888)	Minibiotus intermedius (Plate, 1889)	Minibiotus intermedius	species	species		Minibiotus intermedius (Plate, 1889)	0	0.997	1fd7ab8b15d242aae608ff85ee8f0de5
142867	Genus part match	Minibiotus crassidens (Murray, 1907)	Minibiotus	Minibiotus	species	genus		Minibiotus	0	0.75	33612207
142660	Exact string match	Macrobiotus ambiguus Murray, 1907	Macrobiotus ambiguus Murray, 1907	Macrobiotus ambiguus	species	species	synonym	Dactylobiotus ambiguus (Murray, 1907)	0	0.999	cf9ece8cb9c04b90fd0d65b46d1a3f7c
142661	Genus part match	Macrobiotus ampullaceus Thulin, 1911	Macrobiotus	Macrobiotus	species	genus		Macrobiotus	0	0.75	33547246
142665	Exact string match	Macrobiotus annulatus Murray, 1905	Macrobiotus annulatus Murray, 1905	Macrobiotus annulatus	species	species	synonym	Isohypsibius annulatus (Murray, 1905)	0	0.999	2f1bce2412070da45ca2434ec7de3c9e
142667	Exact string match	Macrobiotus antarcticus Richters, 1904	Macrobiotus antarcticus Richters, 1904	Macrobiotus antarcticus	species	species	synonym	Acutuncus antarcticus (Richters, 1904)	0	0.999	da4bf002397a40b0f1b0a047d39a8fda
142668	Exact string match	Macrobiotus arcticus Murray, 1907	Macrobiotus arcticus Murray, 1907	Macrobiotus arcticus	species	species	synonym	Hypsibius arcticus (Murray, 1907)	0	0.999	aa4ff78d3a9d737e4c29e02a8f90e46e
142672	Exact string match	Macrobiotus ariekammensis Weglarska, 1965	Macrobiotus ariekammensis Wêglarska, 1965	Macrobiotus ariekammensis	species	species		Macrobiotus ariekammensis Wêglarska, 1965	0	0.999	f375ebca0fbdde8916704e9ebb5ca0cf
142674	Genus part match	Macrobiotus asperus Murray, 1906	Macrobiotus	Macrobiotus	species	genus		Macrobiotus	0	0.75	33547246
142676	Exact string match	Macrobiotus augusti Murray, 1907	Macrobiotus augusti Murray, 1907	Macrobiotus augusti	species	species	synonym	Thulinius augusti (Murray, 1907)	0	0.999	8f451690d4b6d89a570850ef67913d28
142688	Exact string match	Macrobiotus convergens Urbanowicz, 1925	Macrobiotus convergens Urbanowicz, 1925	Macrobiotus convergens	species	species	synonym	Hypsibius convergens (Urbanowicz, 1925)	0	0.999	f99719189163c9175e69113fe4fb519e
142690	Exact string match	Macrobiotus coronifer Richters, 1903	Macrobiotus coronifer Richters, 1903	Macrobiotus coronifer	species	species	synonym	Richtersius coronifer (Richters, 1903)	0	0.999	8591a23f12baba27d77686b24235bd35
142693	Canonical form exact match	Macrobiotus crassidens Murray, J., 1907. Some South African Tardigrada. J. R. Micr. Soc. London, 5: 515 - 524	Macrobiotus crassidens Murray, 1907	Macrobiotus crassidens	species	species		Macrobiotus crassidens Murray, 1907	0	0.997	62f3496a57dd48b9bcbf27a858d6399f
142694	Exact string match	Macrobiotus crenulatus Richters, 1904	Macrobiotus crenulatus Richters, 1904	Macrobiotus crenulatus	species	species		Macrobiotus crenulatus Richters, 1904	0	0.999	a24307dc8507670cf177985f0c58492f
142697	Exact string match	Macrobiotus dianeae Kristensen, 1982	Macrobiotus dianeae Kristensen, 1982	Macrobiotus dianeae	species	species	synonym	Murrayon dianeae (Kristensen, 1982)	0	0.999	22ebc2e37a9c43a9d7968e937c6184fe
142698	Exact string match	Macrobiotus dispar Murray, 1907	Macrobiotus dispar Murray, 1907	Macrobiotus dispar	species	species	synonym	Dactylobiotus dispar (Murray, 1907)	0	0.999	437a8d6b25f9888277041f257819e372
142699	Exact string match	Macrobiotus dujardin Doyère, 1840	Macrobiotus dujardin Doyère, 1840	Macrobiotus dujardin	species	species	synonym	Hypsibius dujardini (Doyère, 1840)	0	0.999	b342ff51baf29aa3f13c68517bef9f1a
142701	Canonical form exact match	Macrobiotus echinogenitus Richters, 1903	Macrobiotus echinogenitus Richters, 1904	Macrobiotus echinogenitus	species	species		Macrobiotus echinogenitus Richters, 1904	0	0.997	9ebd177fd9370f34b5a125f1a1b65816
142709	Exact string match	Macrobiotus grandis Richters, 1911	Macrobiotus grandis Richters, 1911	Macrobiotus grandis	species	species		Macrobiotus grandis Richters, 1911	0	0.999	1ac5cd1588ca78f9208e2dea548b14ad
142711	Exact string match	Macrobiotus granulatus Richters, 1903	Macrobiotus granulatus Richters, 1903	Macrobiotus granulatus	species	species	synonym	Adorybiotus granulatus (Richters, 1903)	0	0.999	bec2116f6a57d9dd60cea3757e25351f
142715	Exact string match	Macrobiotus harmsworthi Murray, 1907	Macrobiotus harmsworthi Murray, 1907	Macrobiotus harmsworthi	species	species		Macrobiotus harmsworthi Murray, 1907	0	0.999	b33da90c711a330bfa9b29f693567839
142717	Exact string match	Macrobiotus hastatus Murray, 1907	Macrobiotus hastatus Murray, 1907	Macrobiotus hastatus	species	species	synonym	Murrayon hastatus (Murray, 1907)	0	0.999	3a0e2ad1aa0e126326c9a677bf9c714b
142718	Exact string match	Macrobiotus hibernicus Murray, 1911	Macrobiotus hibernicus Murray, 1911	Macrobiotus hibernicus	species	species	synonym	Murrayon hibernicus (Murray, 1911)	0	0.999	71349e1489d3f732c52347401a51dedd
142719	Exact string match	Macrobiotus hibiscus de Barros, 1942	Macrobiotus hibiscus De Barros, 1942	Macrobiotus hibiscus	species	species		Macrobiotus hibiscus De Barros, 1942	0	0.999	3d3f8b513773297c25bff7804af2fec1
142721	Exact string match	Macrobiotus hufelandi C.A.S. Schultze, 1834	Macrobiotus hufelandi C.A.S. Schultze, 1834	Macrobiotus hufelandi	species	species		Macrobiotus hufelandi C.A.S. Schultze, 1834	0	0.999	cdf5e8f2aaf144fd5170f295c272c445
142723	Canonical form exact match	Macrobiotus intermedius Plate, 1888	Macrobiotus intermedius Plate, 1889	Macrobiotus intermedius	species	species	synonym	Minibiotus intermedius (Plate, 1889)	0	0.997	0e64cb77ff5d37fbd5b062d41973ed9d
142725	Canonical form exact match	Macrobiotus islandicus 'Richters, 1904	Macrobiotus islandicus Richters, 1904	Macrobiotus islandicus	species	species		Macrobiotus islandicus Richters, 1904	0	0.988	2e6fb5ae1f74b001c9b47bd41e5e7a08
142728	Canonical form exact match	Macrobiotus macrocalix Bertolani & Rebecchi, 1993	Macrobiotus macrocalix Bertolani and Rebecchi, 1993	Macrobiotus macrocalix	species	species		Macrobiotus macrocalix Bertolani and Rebecchi, 1993	0	0.997	216f814d848939440144d97206b31805
142730	Exact string match	Macrobiotus macronyx Dujardin, 1851	Macrobiotus macronyx Dujardin, 1851	Macrobiotus macronyx	species	species	synonym	Dactylobiotus macronyx (Dujardin, 1851)	0	0.999	5914f118917b60e7bd6f72d018be77d0
142736	Exact string match	Macrobiotus montanus Murray, 1910	Macrobiotus montanus Murray, 1910	Macrobiotus montanus	species	species		Macrobiotus montanus Murray, 1910	0	0.999	915e1a2cc65a01ac5c022121f7c15b42
142739	Canonical form exact match	Macrobiotus norvegicus Mihelcic, 1971/1972	Macrobiotus norvegicus Mihelcic, 1971	Macrobiotus norvegicus	species	species		Macrobiotus norvegicus Mihelcic, 1971	0	0.997	9a932c69bf61a5b9c46a05f5add878fc
142741	Exact string match	Macrobiotus oberhaeuser Doyère, 1840	Macrobiotus oberhaeuser Doyère, 1840	Macrobiotus oberhaeuser	species	species	synonym	Ramazzottius oberhaeuseri (Doyère, 1840)	0	0.999	4a02cf7813bb6c8d4c7a902960b34f13
142742	Exact string match	Macrobiotus occidentalis Murray, 1910	Macrobiotus occidentalis Murray, 1910	Macrobiotus occidentalis	species	species		Macrobiotus occidentalis Murray, 1910	0	0.999	6e41e295b44c95e57cc3d4c28e7fe498
142747	Exact string match	Macrobiotus orcadensis Murray, 1907	Macrobiotus orcadensis Murray, 1907	Macrobiotus orcadensis	species	species		Macrobiotus orcadensis Murray, 1907	0	0.999	43b8df00d25c0af902e1b11608783884
142749	Exact string match	Macrobiotus ornatus Richters, 1900	Macrobiotus ornatus Richters, 1900	Macrobiotus ornatus	species	species	synonym	Calohypsibius ornatus (Richters, 1900)	0	0.999	837998ea73cce8968a6a8a6b62211dc5
142753	Exact string match	Macrobiotus papillifer Murray, 1905	Macrobiotus papillifer Murray, 1905	Macrobiotus papillifer	species	species	synonym	Isohypsibius papillifer (Murray, 1905)	0	0.999	25891b58b74b293d1e29edec2f0c8e70
142756	Canonical form exact match	Macrobiotus persimilis Binda & Pilato, 1972	Macrobiotus persimilis Binda and Pilato, 1972	Macrobiotus persimilis	species	species		Macrobiotus persimilis Binda and Pilato, 1972	0	0.997	da1cf86bae685e5d15a90c5d81bd7dc3
142764	Exact string match	Macrobiotus pullari Murray, 1907	Macrobiotus pullari Murray, 1907	Macrobiotus pullari	species	species	synonym	Murrayon pullari (Murray, 1907)	0	0.999	aec1425a5fb765b267bdd2ce6f523567
142769	Exact string match	Macrobiotus richtersi Murray, 1911	Macrobiotus richtersi Murray, 1911	Macrobiotus richtersi	species	species		Macrobiotus richtersi Murray, 1911	0	0.999	9dbdb3a0e96e0959ca5388cf61b8a5fe
142773	Exact string match	Macrobiotus sattleri Richters, 1902	Macrobiotus sattleri Richters, 1902	Macrobiotus sattleri	species	species	synonym	Isohypsibius sattleri (Richters, 1902)	0	0.999	a854de3115b719b000d2e6205d4371af
142776	Exact string match	Macrobiotus schaudinni Richters, 1909	Macrobiotus schaudinni Richters, 1909	Macrobiotus schaudinni	species	species	synonym	Isohypsibius schaudinni (Richters, 1909)	0	0.999	d7a8864745d1d367ce650fa7837274bf
142783	Exact string match	Macrobiotus spectabilis Thulin, 1928	Macrobiotus spectabilis Thulin, 1928	Macrobiotus spectabilis	species	species		Macrobiotus spectabilis Thulin, 1928	0	0.999	3163af8b77514a6a351beef3935cb021
142791	Genus part match	Macrobiotus stenostomus Richters, 1908	Macrobiotus	Macrobiotus	species	genus		Macrobiotus	0	0.75	33547246
142799	Canonical form exact match	Macrobiotus tuberculatus Plate, 1888	Macrobiotus tuberculatus Plate, 1889	Macrobiotus tuberculatus	species	species	synonym	Isohypsibius tuberculatus (Plate, 1889)	0	0.997	25d9f8930edd49416853abc0fbb8970f
142803	Genus part match	Macrobiotus voronkovi Tumanov, 2007	Macrobiotus	Macrobiotus	species	genus		Macrobiotus	0	0.75	33547246
142807	Exact string match	Macrobiotus willardi Pilato, 1977	Macrobiotus willardi Pilato, 1977	Macrobiotus willardi	species	species		Macrobiotus willardi Pilato, 1977	0	0.999	701ff72becfdb2d8993d7e89d6682337
142809	Exact string match	Macrobiotus zetlandicus Murray, 1907	Macrobiotus zetlandicus Murray, 1907	Macrobiotus zetlandicus	species	species	synonym	Hypsibius zetlandicus (Murray, 1907)	0	0.999	a6f3bf2667d762336bba5ad0eec1fb81
142881	Canonical form exact match	Macrobiotus occidentalis subsp. occidentalis Murray, 1910	Macrobiotus occidentalis occidentalis Murray, 1910	Macrobiotus occidentalis occidentalis	subspecies	infraspecies		Macrobiotus occidentalis occidentalis Murray, 1910	0	1.0	d494c1395ae6ee64ace6bf3ba7429380
142878	Canonical form exact match	Macrobiotus islandicus subsp. islandicus Richters, 1904	Macrobiotus islandicus islandicus Richters, 1904	Macrobiotus islandicus islandicus	subspecies	infraspecies		Macrobiotus islandicus islandicus Richters, 1904	0	1.0	5dcfefaea3463812f79418e9f02704b5
142877	Canonical form exact match	Macrobiotus hufelandi subsp. hufelandi C.A.S. Schultze, 1834	Macrobiotus hufelandi hufelandi C.A.S. Schultze, 1834	Macrobiotus hufelandi hufelandi	subspecies	infraspecies		Macrobiotus hufelandi hufelandi C.A.S. Schultze, 1834	0	1.0	9862df3d26a2ccc776e76046f6d0c0d0
142876	Canonical form exact match	Macrobiotus harmsworthi subsp. harmsworthi Murray, 1907	Macrobiotus harmsworthi harmsworthi Murray, 1907	Macrobiotus harmsworthi harmsworthi	subspecies	infraspecies		Macrobiotus harmsworthi harmsworthi Murray, 1907	0	1.0	3269e915acc967c03b1904fba5fb2e5d
142880	Canonical form exact match	Macrobiotus harmsworthi subsp. obscurus Dastych, 1985	Macrobiotus harmsworthi obscurus Dastych, 1985	Macrobiotus harmsworthi obscurus	subspecies	infraspecies		Macrobiotus harmsworthi obscurus Dastych, 1985	0	1.0	5591dcdddb9a23b8a286a05fb05dd26d
142886	Partial canonical form match	Macrobiotus echinogenitus subsp. areolatus Murray, 1907	Macrobiotus echinogenitus Richters, 1904	Macrobiotus echinogenitus	subspecies	species		Macrobiotus echinogenitus Richters, 1904	0	0.988	9ebd177fd9370f34b5a125f1a1b65816
142887	Partial canonical form match	Macrobiotus echinogenitus var. areolatus Murray, 1907	Macrobiotus echinogenitus Richters, 1904	Macrobiotus echinogenitus	variety	species		Macrobiotus echinogenitus Richters, 1904	0	0.988	9ebd177fd9370f34b5a125f1a1b65816
142888	Partial canonical form match	Macrobiotus echinogenitus f. areolatus Murray, 1907	Macrobiotus echinogenitus Richters, 1904	Macrobiotus echinogenitus	form	species		Macrobiotus echinogenitus Richters, 1904	0	0.988	9ebd177fd9370f34b5a125f1a1b65816
