taxonID,scientificName,matchedScientificName,matchedCanonicalForm,rank,matchedRank,matchType,editDistance,score
142807,"Macrobiotus willardi Pilato, 1977","Macrobiotus willardi Pilato, 1977",Macrobiotus willardi,species,species,Exact match,0,0.999
142809,"Macrobiotus zetlandicus Murray, 1907","Macrobiotus zetlandicus Murray, 1907",Macrobiotus zetlandicus,species,species,Exact match,0,0.999
142881,"Macrobiotus occidentalis subsp. occidentalis Murray, 1910","Macrobiotus occidentalis occidentalis Murray, 1910",Macrobiotus occidentalis occidentalis,subspecies,infraspecies,Canonical form exact match,0,1.0
142878,"Macrobiotus islandicus subsp. islandicus Richters, 1904","Macrobiotus islandicus islandicus Richters, 1904",Macrobiotus islandicus islandicus,subspecies,infraspecies,Canonical form exact match,0,1.0
142877,"Macrobiotus hufelandi subsp. hufelandi C.A.S. Schultze, 1834","Macrobiotus hufelandi hufelandi C.A.S. Schultze, 1834",Macrobiotus hufelandi hufelandi,subspecies,infraspecies,Canonical form exact match,0,1.0
142876,"Macrobiotus harmsworthi subsp. harmsworthi Murray, 1907","Macrobiotus harmsworthi harmsworthi Murray, 1907",Macrobiotus harmsworthi harmsworthi,subspecies,infraspecies,Canonical form exact match,0,1.0
142880,"Macrobiotus harmsworthi subsp. obscurus Dastych, 1985","Macrobiotus harmsworthi obscurus Dastych, 1985",Macrobiotus harmsworthi obscurus,subspecies,infraspecies,Canonical form exact match,0,1.0
142886,"Macrobiotus echinogenitus subsp. areolatus Murray, 1907","Macrobiotus echinogenitus Richters, 1904",Macrobiotus echinogenitus,form,species,Partial canonical form match,0,0.988
142886,"Macrobiotus echinogenitus var. areolatus Murray, 1907","Macrobiotus echinogenitus Richters, 1904",Macrobiotus echinogenitus,form,species,Partial canonical form match,0,0.988
142886,"Macrobiotus echinogenitus f. areolatus Murray, 1907","Macrobiotus echinogenitus Richters, 1904",Macrobiotus echinogenitus,form,species,Partial canonical form match,0,0.988
